date,region,state_po,candidate,party,voteshare,ev
11/4/1884,Florida,FL,Other,independent,0.3167194532,
11/4/1884,Georgia,GA,Cleveland,democrat,65.91950421,
11/4/1884,Georgia,GA,Blaine,republican,33.84374347,
11/4/1884,Georgia,GA,Other,independent,0.2367523153,
11/4/1884,Illinois,IL,Cleveland,democrat,46.43450726,
11/4/1884,Illinois,IL,Blaine,republican,50.16858192,
11/4/1884,Illinois,IL,Other,independent,3.396910818,
11/4/1884,Indiana,IN,Cleveland,democrat,49.46278456,
11/4/1884,Indiana,IN,Blaine,republican,48.14730322,
11/4/1884,Indiana,IN,Other,independent,2.38991222,
11/4/1884,Iowa,IA,Cleveland,democrat,47.00835894,
11/4/1884,Iowa,IA,Blaine,republican,52.2503917,
11/4/1884,Iowa,IA,Other,independent,0.7412493604,
11/4/1884,Kansas,KS,Cleveland,democrat,33.903584,
11/4/1884,Kansas,KS,Blaine,republican,58.08055731,
11/4/1884,Kansas,KS,Other,independent,8.015858686,
11/4/1884,Kentucky,KY,Cleveland,democrat,55.32423566,
11/4/1884,Kentucky,KY,Blaine,republican,42.92880885,
11/4/1884,Kentucky,KY,Other,independent,1.746955487,
11/4/1884,Louisiana,LA,Cleveland,democrat,57.21624512,
11/4/1884,Louisiana,LA,Blaine,republican,42.36510389,
11/4/1884,Louisiana,LA,Other,independent,0.4186509932,
11/4/1884,Maine,ME,Cleveland,democrat,39.966741,
11/4/1884,Maine,ME,Blaine,republican,55.34251404,
11/4/1884,Maine,ME,Other,independent,4.690744956,
11/4/1884,Maryland,MD,Cleveland,democrat,52.07317532,
11/4/1884,Maryland,MD,Blaine,republican,46.0963665,
11/4/1884,Maryland,MD,Other,independent,1.830458179,
11/4/1884,Massachusetts,MA,Cleveland,democrat,40.32922082,
11/4/1884,Massachusetts,MA,Blaine,republican,48.36263073,
11/4/1884,Massachusetts,MA,Other,independent,11.30814845,
11/4/1884,Michigan,MI,Cleveland,democrat,47.20030111,
11/4/1884,Michigan,MI,Blaine,republican,48.0248563,
11/4/1884,Michigan,MI,Other,independent,4.774842592,
11/4/1884,Minnesota,MN,Cleveland,democrat,36.87301662,
11/4/1884,Minnesota,MN,Blaine,republican,58.77632001,
11/4/1884,Minnesota,MN,Other,independent,4.350663362,
11/4/1884,Mississippi,MS,Cleveland,democrat,64.34193955,
11/4/1884,Mississippi,MS,Blaine,republican,35.65806045,
11/4/1884,Mississippi,MS,Other,independent,0,
11/4/1884,Missouri,MO,Cleveland,democrat,53.4874498,
11/4/1884,Missouri,MO,Blaine,republican,46.02214527,
11/4/1884,Missouri,MO,Other,independent,0.490404924,
11/4/1884,Nebraska,NE,Cleveland,democrat,40.52920225,
11/4/1884,Nebraska,NE,Blaine,republican,57.3106213,
11/4/1884,Nebraska,NE,Other,independent,2.16017645,
11/4/1884,Nevada,NV,Cleveland,democrat,43.58834102,
11/4/1884,Nevada,NV,Blaine,republican,56.20848636,
11/4/1884,Nevada,NV,Other,independent,0.2031726186,
11/4/1884,New Hampshire,NH,Cleveland,democrat,46.34100206,
11/4/1884,New Hampshire,NH,Blaine,republican,51.13612182,
11/4/1884,New Hampshire,NH,Other,independent,2.522876126,
11/4/1884,New Jersey,NJ,Cleveland,democrat,48.97957619,
11/4/1884,New Jersey,NJ,Blaine,republican,47.30933884,
11/4/1884,New Jersey,NJ,Other,independent,3.711084964,
11/4/1884,New York,NY,Cleveland,democrat,48.24956797,
11/4/1884,New York,NY,Blaine,republican,48.15112464,
11/4/1884,New York,NY,Other,independent,3.599307384,
11/4/1884,North Carolina,NC,Cleveland,democrat,53.25202343,
11/4/1884,North Carolina,NC,Blaine,republican,46.58774166,
11/4/1884,North Carolina,NC,Other,independent,0.1602349118,
11/4/1884,Ohio,OH,Cleveland,democrat,46.93796918,
11/4/1884,Ohio,OH,Blaine,republican,50.99119308,
11/4/1884,Ohio,OH,Other,independent,2.070837741,
11/4/1884,Oregon,OR,Cleveland,democrat,46.70285866,
11/4/1884,Oregon,OR,Blaine,republican,50.98515622,
11/4/1884,Oregon,OR,Other,independent,2.311985118,
11/4/1884,Pennsylvania,PA,Cleveland,democrat,43.4562058,
11/4/1884,Pennsylvania,PA,Blaine,republican,52.97301364,
11/4/1884,Pennsylvania,PA,Other,independent,3.57078056,
11/4/1884,Rhode Island,RI,Cleveland,democrat,37.81086937,
11/4/1884,Rhode Island,RI,Blaine,republican,58.06963474,
11/4/1884,Rhode Island,RI,Other,independent,4.119495896,
11/4/1884,South Carolina,SC,Cleveland,democrat,75.25427746,
11/4/1884,South Carolina,SC,Blaine,republican,23.41292074,
11/4/1884,South Carolina,SC,Other,independent,1.332801793,
11/4/1884,Tennessee,TN,Cleveland,democrat,51.45435383,
11/4/1884,Tennessee,TN,Blaine,republican,47.73519298,
11/4/1884,Tennessee,TN,Other,independent,0.8104531922,
11/4/1884,Texas,TX,Cleveland,democrat,69.26084751,
11/4/1884,Texas,TX,Blaine,republican,28.63189929,
11/4/1884,Texas,TX,Other,independent,2.107253193,
11/4/1884,Vermont,VT,Cleveland,democrat,29.17627649,
11/4/1884,Vermont,VT,Blaine,republican,66.52076564,
11/4/1884,Vermont,VT,Other,independent,4.302957863,
11/4/1884,Virginia,VA,Cleveland,democrat,51.0535938,
11/4/1884,Virginia,VA,Blaine,republican,48.90078848,
11/4/1884,Virginia,VA,Other,independent,0.04561771652,
11/4/1884,West Virginia,WV,Cleveland,democrat,50.93722804,
11/4/1884,West Virginia,WV,Blaine,republican,47.74755004,
11/4/1884,West Virginia,WV,Other,independent,1.315221915,
11/4/1884,Wisconsin,WI,Cleveland,democrat,45.79017306,
11/4/1884,Wisconsin,WI,Blaine,republican,50.38066503,
11/4/1884,Wisconsin,WI,Other,independent,3.829161912,
11/4/1884,National Popular Vote,NPV,Blaine,republican,48.2786580114,
11/4/1884,National Popular Vote,NPV,Cleveland,democrat,48.8510056267,
11/6/1888,Alabama,AL,Cleveland,democrat,67.00402662,
11/6/1888,Alabama,AL,Harrison,republican,32.6567096,
11/6/1888,Alabama,AL,Fisk,independent,0.3392637862,
11/6/1888,Alabama,AL,Other,independent,0,
11/6/1888,Arkansas,AR,Cleveland,democrat,54.79631728,
11/6/1888,Arkansas,AR,Harrison,republican,38.04454405,
11/6/1888,Arkansas,AR,Fisk,independent,0.3909383795,
11/6/1888,Arkansas,AR,Other,independent,6.768200283,
11/6/1888,California,CA,Cleveland,democrat,46.8407211,
11/6/1888,California,CA,Harrison,republican,49.6604188,
11/6/1888,California,CA,Fisk,independent,2.292123387,
11/6/1888,California,CA,Other,independent,1.206736718,
11/6/1888,Colorado,CO,Cleveland,democrat,40.83810062,
11/6/1888,Colorado,CO,Harrison,republican,55.21936789,
11/6/1888,Colorado,CO,Fisk,independent,2.373132056,
11/6/1888,Colorado,CO,Other,independent,1.56939943,
11/6/1888,Connecticut,CN,Cleveland,democrat,48.65630155,
11/6/1888,Connecticut,CN,Harrison,republican,48.43808856,
11/6/1888,Connecticut,CN,Fisk,independent,2.74974347,
11/6/1888,Connecticut,CN,Other,independent,0.1558664225,
11/6/1888,Delaware,DE,Cleveland,democrat,55.14715764,
11/6/1888,Delaware,DE,Harrison,republican,43.50893697,
11/6/1888,Delaware,DE,Fisk,independent,1.340545626,
11/6/1888,Delaware,DE,Other,independent,0.003359763473,
11/6/1888,Florida,FL,Cleveland,democrat,59.48421053,
11/6/1888,Florida,FL,Harrison,republican,39.89323308,
11/6/1888,Florida,FL,Fisk,independent,0.622556391,
11/6/1888,Florida,FL,Other,independent,0,
11/6/1888,Georgia,GA,Cleveland,democrat,70.30629093,
11/6/1888,Georgia,GA,Harrison,republican,28.33365982,
11/6/1888,Georgia,GA,Fisk,independent,1.264901774,
11/6/1888,Georgia,GA,Other,independent,0.09514747859,
11/6/1888,Illinois,IL,Cleveland,democrat,46.58263496,
11/6/1888,Illinois,IL,Harrison,republican,49.5411286,
11/6/1888,Illinois,IL,Fisk,independent,2.902196137,
11/6/1888,Illinois,IL,Other,independent,0.9740403015,
11/6/1888,Indiana,IN,Cleveland,democrat,48.61038944,
11/6/1888,Indiana,IN,Harrison,republican,49.04767492,
11/6/1888,Indiana,IN,Fisk,independent,1.840212013,
11/6/1888,Indiana,IN,Other,independent,0.5017236274,
11/6/1888,Iowa,IA,Cleveland,democrat,44.5091368,
11/6/1888,Iowa,IA,Harrison,republican,52.35948384,
11/6/1888,Iowa,IA,Fisk,independent,0.8784193401,
11/6/1888,Iowa,IA,Other,independent,2.252960026,
11/6/1888,Kansas,KS,Cleveland,democrat,31.02681874,
11/6/1888,Kansas,KS,Harrison,republican,55.23314278,
11/6/1888,Kansas,KS,Fisk,independent,2.047114743,
11/6/1888,Kansas,KS,Other,independent,11.69292373,
11/6/1888,Kentucky,KY,Cleveland,democrat,53.30445272,
11/6/1888,Kentucky,KY,Harrison,republican,44.98474779,
11/6/1888,Kentucky,KY,Fisk,independent,1.514492501,
11/6/1888,Kentucky,KY,Other,independent,0.1963069928,
11/6/1888,Louisiana,LA,Cleveland,democrat,73.37239302,
11/6/1888,Louisiana,LA,Harrison,republican,26.4558939,
11/6/1888,Louisiana,LA,Fisk,independent,0.138060764,
11/6/1888,Louisiana,LA,Other,independent,0.03365231122,
11/6/1888,Maine,ME,Cleveland,democrat,39.35346542,
11/6/1888,Maine,ME,Harrison,republican,57.48793401,
11/6/1888,Maine,ME,Fisk,independent,2.098196533,
11/6/1888,Maine,ME,Other,independent,1.060404045,
11/6/1888,Maryland,MD,Cleveland,democrat,50.3401425,
11/6/1888,Maryland,MD,Harrison,republican,47.39998388,
11/6/1888,Maryland,MD,Fisk,independent,2.259873614,
11/6/1888,Maryland,MD,Other,independent,0,
11/6/1888,Massachusetts,MA,Cleveland,democrat,44.03575381,
11/6/1888,Massachusetts,MA,Harrison,republican,53.41924164,
11/6/1888,Massachusetts,MA,Fisk,independent,2.527574998,
11/6/1888,Massachusetts,MA,Other,independent,0.01742954831,
11/6/1888,Michigan,MI,Cleveland,democrat,44.90718535,
11/6/1888,Michigan,MI,Harrison,republican,49.72841407,
11/6/1888,Michigan,MI,Fisk,independent,4.406171375,
11/6/1888,Michigan,MI,Other,independent,0.9582292009,
11/6/1888,Minnesota,MN,Cleveland,democrat,39.64715043,
11/6/1888,Minnesota,MN,Harrison,republican,54.12081964,
11/6/1888,Minnesota,MN,Fisk,independent,5.815371176,
11/6/1888,Minnesota,MN,Other,independent,0.4166587538,
11/6/1888,Mississippi,MS,Cleveland,democrat,73.80080493,
11/6/1888,Mississippi,MS,Harrison,republican,25.99191612,
11/6/1888,Mississippi,MS,Fisk,independent,0.2072789456,
11/6/1888,Mississippi,MS,Other,independent,0,
11/6/1888,Missouri,MO,Cleveland,democrat,50.24225104,
11/6/1888,Missouri,MO,Harrison,republican,45.31456191,
11/6/1888,Missouri,MO,Fisk,independent,0.8706076416,
11/6/1888,Missouri,MO,Other,independent,3.572579408,
11/6/1888,Nebraska,NE,Cleveland,democrat,39.75285246,
11/6/1888,Nebraska,NE,Harrison,republican,53.50833037,
11/6/1888,Nebraska,NE,Fisk,independent,4.653263058,
11/6/1888,Nebraska,NE,Other,independent,2.085554108,
11/6/1888,Nevada,NV,Cleveland,democrat,41.93679752,
11/6/1888,Nevada,NV,Harrison,republican,57.72927187,
11/6/1888,Nevada,NV,Fisk,independent,0.3339306076,
11/6/1888,Nevada,NV,Other,independent,0,
11/6/1888,New Hampshire,NH,Cleveland,democrat,47.84059008,
11/6/1888,New Hampshire,NH,Harrison,republican,50.34182859,
11/6/1888,New Hampshire,NH,Fisk,independent,1.753729289,
11/6/1888,New Hampshire,NH,Other,independent,0.06385203941,
11/6/1888,New Jersey,NJ,Cleveland,democrat,49.87080359,
11/6/1888,New Jersey,NJ,Harrison,republican,47.5179476,
11/6/1888,New Jersey,NJ,Fisk,independent,2.611248811,
11/6/1888,New Jersey,NJ,Other,independent,0,
11/6/1888,New York,NY,Cleveland,democrat,48.18836626,
11/6/1888,New York,NY,Harrison,republican,49.27743781,
11/6/1888,New York,NY,Fisk,independent,2.290664581,
11/6/1888,New York,NY,Other,independent,0.2435313408,
11/6/1888,North Carolina,NC,Cleveland,democrat,51.79312446,
11/6/1888,North Carolina,NC,Harrison,republican,47.19939208,
11/6/1888,North Carolina,NC,Fisk,independent,0.9945266018,
11/6/1888,North Carolina,NC,Other,independent,0.01295686066,
11/6/1888,Ohio,OH,Cleveland,democrat,47.17674904,
11/6/1888,Ohio,OH,Harrison,republican,49.50896103,
11/6/1888,Ohio,OH,Fisk,independent,2.89827824,
11/6/1888,Ohio,OH,Other,independent,0.4160116902,
11/6/1888,Oregon,OR,Cleveland,democrat,42.87908428,
11/6/1888,Oregon,OR,Harrison,republican,53.82277335,
11/6/1888,Oregon,OR,Fisk,independent,2.711267036,
11/6/1888,Oregon,OR,Other,independent,0.5868753335,
11/6/1888,Pennsylvania,PA,Cleveland,democrat,44.77218596,
11/6/1888,Pennsylvania,PA,Harrison,republican,52.73735725,
11/6/1888,Pennsylvania,PA,Fisk,independent,2.09980673,
11/6/1888,Pennsylvania,PA,Other,independent,0.3906500609,
11/6/1888,Rhode Island,RI,Cleveland,democrat,42.99202943,
11/6/1888,Rhode Island,RI,Harrison,republican,53.87860208,
11/6/1888,Rhode Island,RI,Fisk,independent,3.068056407,
11/6/1888,Rhode Island,RI,Other,independent,0.06131207848,
11/6/1888,South Carolina,SC,Cleveland,democrat,82.28308562,
11/6/1888,South Carolina,SC,Harrison,republican,17.1706439,
11/6/1888,South Carolina,SC,Fisk,independent,0,
11/6/1888,South Carolina,SC,Other,independent,0.5462704851,
11/6/1888,Tennessee,TN,Cleveland,democrat,52.25621843,
11/6/1888,Tennessee,TN,Harrison,republican,45.76251095,
11/6/1888,Tennessee,TN,Fisk,independent,1.965465238,
11/6/1888,Tennessee,TN,Other,independent,0.01580538305,
11/6/1888,Texas,TX,Cleveland,democrat,65.6991494,
11/6/1888,Texas,TX,Harrison,republican,24.73252721,
11/6/1888,Texas,TX,Fisk,independent,1.328343305,
11/6/1888,Texas,TX,Other,independent,8.239980085,
11/6/1888,Vermont,VT,Cleveland,democrat,25.64933081,
11/6/1888,Vermont,VT,Harrison,republican,69.04601846,
11/6/1888,Vermont,VT,Fisk,independent,2.230642303,
11/6/1888,Vermont,VT,Other,independent,3.074008434,
11/6/1888,Virginia,VA,Cleveland,democrat,49.9870103,
11/6/1888,Virginia,VA,Harrison,republican,49.45920082,
11/6/1888,Virginia,VA,Fisk,independent,0.5537888828,
11/6/1888,Virginia,VA,Other,independent,0,
11/6/1888,West Virginia,WV,Cleveland,democrat,49.34583542,
11/6/1888,West Virginia,WV,Harrison,republican,49.02847466,
11/6/1888,West Virginia,WV,Fisk,independent,0.6798795785,
11/6/1888,West Virginia,WV,Other,independent,0.9458103362,
11/6/1888,Wisconsin,WI,Cleveland,democrat,43.77492146,
11/6/1888,Wisconsin,WI,Harrison,republican,49.78737444,
11/6/1888,Wisconsin,WI,Fisk,independent,4.026067781,
11/6/1888,Wisconsin,WI,Other,independent,2.411636314,
11/6/1888,National Popular Vote,NPV,Harrison,republican,47.7979331708,
11/6/1888,National Popular Vote,NPV,Cleveland,democrat,48.6279558087,
11/8/1892,Alabama,AL,Cleveland,democrat,59.40191706,
11/8/1892,Alabama,AL,Harrison,republican,3.949377104,
11/8/1892,Alabama,AL,Weaver,independent,36.54549911,
11/8/1892,Alabama,AL,Bidwell,independent,0.1032067188,
11/8/1892,Alabama,AL,Other,independent,0,
11/8/1892,Arkansas,AR,Cleveland,democrat,59.30041791,
11/8/1892,Arkansas,AR,Harrison,republican,31.7802818,
11/8/1892,Arkansas,AR,Weaver,independent,7.987604394,
11/8/1892,Arkansas,AR,Bidwell,independent,0.07629104019,
11/8/1892,Arkansas,AR,Other,independent,0.8554048489,
11/8/1892,California,CA,Cleveland,democrat,43.83162283,8
11/8/1892,California,CA,Harrison,republican,43.77709943,1
11/8/1892,California,CA,Weaver,independent,9.388039717,
11/8/1892,California,CA,Bidwell,independent,3.002867115,
11/8/1892,California,CA,Other,independent,0.0003709074994,
11/8/1892,Colorado,CO,Cleveland,democrat,0,
11/8/1892,Colorado,CO,Harrison,republican,41.13280293,
11/8/1892,Colorado,CO,Weaver,independent,57.07043274,
11/8/1892,Colorado,CO,Bidwell,independent,1.796764333,
11/8/1892,Colorado,CO,Other,independent,0,
11/8/1892,Connecticut,CT,Cleveland,democrat,50.05923631,
11/8/1892,Connecticut,CT,Harrison,republican,46.80093563,
11/8/1892,Connecticut,CT,Weaver,independent,0.4915094626,
11/8/1892,Connecticut,CT,Bidwell,independent,2.446003828,
11/8/1892,Connecticut,CT,Other,independent,0.2023147726,
11/8/1892,Delaware,DE,Cleveland,democrat,49.90197395,
11/8/1892,Delaware,DE,Harrison,republican,48.54840876,
11/8/1892,Delaware,DE,Weaver,independent,0,
11/8/1892,Delaware,DE,Bidwell,independent,1.514703908,
11/8/1892,Delaware,DE,Other,independent,0.03491338794,
11/8/1892,Florida,FL,Cleveland,democrat,85.00747089,
11/8/1892,Florida,FL,Harrison,republican,0,
11/8/1892,Florida,FL,Weaver,independent,13.65340701,
11/8/1892,Florida,FL,Bidwell,independent,1.3391221,
11/8/1892,Florida,FL,Other,independent,0,
11/8/1892,Georgia,GA,Cleveland,democrat,58.014754,
11/8/1892,Georgia,GA,Harrison,republican,21.69536495,
11/8/1892,Georgia,GA,Weaver,independent,18.79610624,
11/8/1892,Georgia,GA,Bidwell,independent,0.4427991359,
11/8/1892,Georgia,GA,Other,independent,1.050975682,
11/8/1892,Idaho,ID,Cleveland,democrat,0,
11/8/1892,Idaho,ID,Harrison,republican,44.30875457,
11/8/1892,Idaho,ID,Weaver,independent,54.20724481,
11/8/1892,Idaho,ID,Bidwell,independent,1.484000618,
11/8/1892,Idaho,ID,Other,independent,0,
11/8/1892,Illinois,IL,Cleveland,democrat,48.79327692,
11/8/1892,Illinois,IL,Harrison,republican,45.70358509,
11/8/1892,Illinois,IL,Weaver,independent,2.54187332,
11/8/1892,Illinois,IL,Bidwell,independent,2.961264676,
11/8/1892,Illinois,IL,Other,independent,0,
11/8/1892,Indiana,IN,Cleveland,democrat,47.45914565,
11/8/1892,Indiana,IN,Harrison,republican,46.17214552,
11/8/1892,Indiana,IN,Weaver,independent,4.011466494,
11/8/1892,Indiana,IN,Bidwell,independent,2.357242334,
11/8/1892,Indiana,IN,Other,independent,0,
11/8/1892,Iowa,IA,Cleveland,democrat,44.31073272,
11/8/1892,Iowa,IA,Harrison,republican,49.59732286,
11/8/1892,Iowa,IA,Weaver,independent,4.6473162,
11/8/1892,Iowa,IA,Bidwell,independent,1.444628226,
11/8/1892,Iowa,IA,Other,independent,0,
11/8/1892,Kansas,KS,Cleveland,democrat,0,
11/8/1892,Kansas,KS,Harrison,republican,48.39599267,
11/8/1892,Kansas,KS,Weaver,independent,50.20267463,
11/8/1892,Kansas,KS,Bidwell,independent,1.401332697,
11/8/1892,Kansas,KS,Other,independent,0,
11/8/1892,Kentucky,KY,Cleveland,democrat,51.47536848,
11/8/1892,Kentucky,KY,Harrison,republican,39.74077638,
11/8/1892,Kentucky,KY,Weaver,independent,6.894245212,
11/8/1892,Kentucky,KY,Bidwell,independent,1.889609932,
11/8/1892,Kentucky,KY,Other,independent,0,
11/8/1892,Louisiana,LA,Cleveland,democrat,76.53126061,
11/8/1892,Louisiana,LA,Harrison,republican,23.46873939,
11/8/1892,Louisiana,LA,Weaver,independent,0,
11/8/1892,Louisiana,LA,Bidwell,independent,0,
11/8/1892,Louisiana,LA,Other,independent,0,
11/8/1892,Maine,ME,Cleveland,democrat,41.26113129,
11/8/1892,Maine,ME,Harrison,republican,54.04504899,
11/8/1892,Maine,ME,Weaver,independent,2.057517754,
11/8/1892,Maine,ME,Bidwell,independent,2.632867043,
11/8/1892,Maine,ME,Other,independent,0.003434921126,
11/8/1892,Maryland,MD,Cleveland,democrat,53.38928613,
11/8/1892,Maryland,MD,Harrison,republican,43.48188958,
11/8/1892,Maryland,MD,Weaver,independent,0.3732270543,
11/8/1892,Maryland,MD,Bidwell,independent,2.755597234,
11/8/1892,Maryland,MD,Other,independent,0,
11/8/1892,Massachusetts,MA,Cleveland,democrat,45.21747803,
11/8/1892,Massachusetts,MA,Harrison,republican,51.86687398,
11/8/1892,Massachusetts,MA,Weaver,independent,0.8209130804,
11/8/1892,Massachusetts,MA,Bidwell,independent,1.927994926,
11/8/1892,Massachusetts,MA,Other,independent,0.1667399777,
11/8/1892,Michigan,MI,Cleveland,democrat,43.26277505,5
11/8/1892,Michigan,MI,Harrison,republican,47.7868017,9
11/8/1892,Michigan,MI,Weaver,independent,4.276625648,
11/8/1892,Michigan,MI,Bidwell,independent,4.475318907,
11/8/1892,Michigan,MI,Other,independent,0.1984786877,
11/8/1892,Minnesota,MN,Cleveland,democrat,37.76409044,
11/8/1892,Minnesota,MN,Harrison,republican,45.96015537,
11/8/1892,Minnesota,MN,Weaver,independent,10.96887419,
11/8/1892,Minnesota,MN,Bidwell,independent,5.30688001,
11/8/1892,Minnesota,MN,Other,independent,0,
11/8/1892,Mississippi,MS,Cleveland,democrat,76.22003465,
11/8/1892,Mississippi,MS,Harrison,republican,2.661893791,
11/8/1892,Mississippi,MS,Weaver,independent,19.26540871,
11/8/1892,Mississippi,MS,Bidwell,independent,1.852662846,
11/8/1892,Mississippi,MS,Other,independent,0,
11/8/1892,Missouri,MO,Cleveland,democrat,49.5584241,
11/8/1892,Missouri,MO,Harrison,republican,42.0334464,
11/8/1892,Missouri,MO,Weaver,independent,7.608067461,
11/8/1892,Missouri,MO,Bidwell,independent,0.8000620404,
11/8/1892,Missouri,MO,Other,independent,0,
11/8/1892,Montana,MT,Cleveland,democrat,39.78767909,
11/8/1892,Montana,MT,Harrison,republican,42.44393963,
11/8/1892,Montana,MT,Weaver,independent,16.50435213,
11/8/1892,Montana,MT,Bidwell,independent,1.264029149,
11/8/1892,Montana,MT,Other,independent,0,
11/8/1892,Nebraska,NE,Cleveland,democrat,12.45953884,
